id,CARMA,ESE_and_FIAS,GEO,OPSD,WRI,Country,Fueltype,Classification,Capacity,lat,lon,File
547,,,,Rochers,"Les rochers, savièse",Switzerland,Hydro,Run-Of-River,0.33,46.2633429435,7.35252424065,"BFE, Switzerland Power Plant.csv"
548,,,,"Reserv. péteille, vétroz","Reserv. péteille, vétroz",Switzerland,Hydro,Run-Of-River,0.73,46.2269117894,7.27325930917,"BFE, Switzerland Power Plant.csv"
549,,,,Balavaud,Balavaud,Switzerland,Hydro,Run-Of-River,0.48,46.2209490674,7.2566888557,"BFE, Switzerland Power Plant.csv"
550,,,,Er palier isérables c. arcay,Palier isérables c. arcay,Switzerland,Hydro,Run-Of-River,0.35,46.1609354297,7.24886403999,"BFE, Switzerland Power Plant.csv"
551,,,,Step vallée bagnes,Step vallée bagnes,Switzerland,Hydro,Run-Of-River,0.4,46.0827671918,7.20311685212,"BFE, Switzerland Power Plant.csv"
552,,,,Pas du lein,Pas du lein,Switzerland,Hydro,Run-Of-River,0.47,46.1141701715,7.16702258324,"BFE, Switzerland Power Plant.csv"
553,,,,Vollèges cries,Vollèges cries,Switzerland,Hydro,Run-Of-River,0.9,46.0935060212,7.17785746662,"BFE, Switzerland Power Plant.csv"
554,,,,Hospitalet,Hospitalet,Switzerland,Hydro,Run-Of-River,1.47,45.8860019638,7.18722185045,"BFE, Switzerland Power Plant.csv"
555,,,,Niollet,Niollet,Switzerland,Hydro,Run-Of-River,1.52,46.0215599053,7.13191034633,"BFE, Switzerland Power Plant.csv"
556,,,,Sembrancher,Sembrancher,Switzerland,Hydro,Run-Of-River,11.0,46.079152002,7.15672724814,"BFE, Switzerland Power Plant.csv"
557,,,,Pont neuf,Pont neuf,Switzerland,Hydro,Run-Of-River,0.93,46.073184867,7.05542701654,"BFE, Switzerland Power Plant.csv"
558,,,,Trient,Trient,Switzerland,Hydro,Run-Of-River,1.0,46.0583372445,6.96030038614,"BFE, Switzerland Power Plant.csv"
559,,,,Aboyeu,Aboyeu,Switzerland,Hydro,Run-Of-River,3.3,46.1819570581,7.03393846048,"BFE, Switzerland Power Plant.csv"
560,,,,Rasse,Rasse,Switzerland,Hydro,Run-Of-River,0.72,46.1813257215,7.0092074642,"BFE, Switzerland Power Plant.csv"
561,,,,Bevieux,Bevieux,Switzerland,Hydro,Run-Of-River,1.9,46.2603811856,7.02881412738,"BFE, Switzerland Power Plant.csv"
562,,,,Champéry etrivouez,Champéry etrivouez,Switzerland,Hydro,Run-Of-River,0.97,46.161762733,6.85918766723,"BFE, Switzerland Power Plant.csv"
563,,,,Torrent soi,Torrent soi,Switzerland,Hydro,Run-Of-River,0.92,46.1860308699,6.89104970296,"BFE, Switzerland Power Plant.csv"
564,,,,Monthey commune,Monthey commune,Switzerland,Hydro,Run-Of-River,0.4,46.2496081279,6.94448084181,"BFE, Switzerland Power Plant.csv"
565,,,,Chable,Chable,Switzerland,Hydro,Run-Of-River,0.42,46.3078615869,6.89669954474,"BFE, Switzerland Power Plant.csv"
566,,,,Diablerets,Diablerets,Switzerland,Hydro,Reservoir,5.4,46.3530641075,7.15465044855,"BFE, Switzerland Power Plant.csv"
567,,,,Pont tine coussy loudze,Pont tine coussy loudze,Switzerland,Hydro,Run-Of-River,10.99,46.3477850662,7.04432577868,"BFE, Switzerland Power Plant.csv"
568,,,,"Douve, aigle",Douve,Switzerland,Hydro,Run-Of-River,0.46,46.3277994563,7.01531866907,"BFE, Switzerland Power Plant.csv"
569,,,,Micro fontanney,Fontanney,Switzerland,Hydro,Run-Of-River,0.33,46.3170626321,6.98398364412,"BFE, Switzerland Power Plant.csv"
570,,,,Vouvry,Vouvry,Switzerland,Hydro,Reservoir,8.0,46.3361244664,6.88148115355,"BFE, Switzerland Power Plant.csv"
571,,,,Sonzier,Sonzier,Switzerland,Hydro,Run-Of-River,1.65,46.4403231332,6.92517165399,"BFE, Switzerland Power Plant.csv"
572,,,,Taulan,Taulan,Switzerland,Hydro,Run-Of-River,1.2,46.4339054895,6.91846679903,"BFE, Switzerland Power Plant.csv"
573,,,,Rivaz le forestay,Rivaz le forestay,Switzerland,Hydro,Run-Of-River,0.73,46.4746425288,6.77770904753,"BFE, Switzerland Power Plant.csv"
574,,,,Petite vaux,Petite vaux,Switzerland,Hydro,Run-Of-River,3.31,46.4888599452,6.40502679993,"BFE, Switzerland Power Plant.csv"
575,,,,Vessy,Vessy,Switzerland,Hydro,Run-Of-River,0.42,46.1790567398,6.17027683448,"BFE, Switzerland Power Plant.csv"
576,,,,Rançonnière,Rançonnière,Switzerland,Hydro,Run-Of-River,1.6,47.0529629931,6.71594514968,"BFE, Switzerland Power Plant.csv"
577,,,,Refrain,Refrain,Switzerland,Hydro,Run-Of-River,12.0,47.1876938239,6.87311737175,"BFE, Switzerland Power Plant.csv"
578,,,,Ossasco,Ossasco,Switzerland,Hydro,Run-Of-River,1.27,46.5126365625,8.53838477213,"BFE, Switzerland Power Plant.csv"
579,,,,Sella,Sella,Switzerland,Hydro,Reservoir,1.93,46.5524637488,8.58666190321,"BFE, Switzerland Power Plant.csv"
580,,,,Calcaccia,Calcaccia,Switzerland,Hydro,Run-Of-River,3.6,46.5194921171,8.6345754932,"BFE, Switzerland Power Plant.csv"
581,,,,Ceresa,Ceresa,Switzerland,Hydro,Run-Of-River,2.0,46.4856544595,8.78804420318,"BFE, Switzerland Power Plant.csv"
582,,,,"Piumogna, dalpe","Piumogna, dalpe",Switzerland,Hydro,Run-Of-River,1.0,46.4665637849,8.76660589676,"BFE, Switzerland Power Plant.csv"
583,,,,Ticinetto,Ticinetto,Switzerland,Hydro,Run-Of-River,2.9,46.4195742834,8.85066701859,"BFE, Switzerland Power Plant.csv"
584,,,,Spina valbella,Spina valbella,Switzerland,Hydro,Run-Of-River,4.2,46.431134362,9.20699910427,"BFE, Switzerland Power Plant.csv"
585,,,,Mesocco nan ros,Mesocco nan ros,Switzerland,Hydro,Run-Of-River,0.35,46.4196352889,9.23446723925,"BFE, Switzerland Power Plant.csv"
586,,,,Corgello peccia,Peccia corgello,Switzerland,Hydro,Run-Of-River,0.98,46.4156418664,8.61147407012,"BFE, Switzerland Power Plant.csv"
587,,,,Campo vallemaggia,Campo vallemaggia,Switzerland,Hydro,Run-Of-River,1.28,46.2853101718,8.5086146267,"BFE, Switzerland Power Plant.csv"
588,,,,Cerentino,Cerentino,Switzerland,Hydro,Run-Of-River,1.38,46.3065771304,8.5516126454,"BFE, Switzerland Power Plant.csv"
589,,,,Ponte brolla,Ponte brolla,Switzerland,Hydro,Run-Of-River,3.1,46.18559009,8.75120889324,"BFE, Switzerland Power Plant.csv"
590,,,,Sigirino monteceneri,Sigirino monteceneri,Switzerland,Hydro,Run-Of-River,0.84,46.0774335119,8.91253368696,"BFE, Switzerland Power Plant.csv"
591,,,,Valmara,Valmara,Switzerland,Hydro,Run-Of-River,0.95,45.9394453937,8.9776796767,"BFE, Switzerland Power Plant.csv"
592,,,,Pedecosta,Pedecosta,Switzerland,Hydro,Run-Of-River,0.51,46.3576454254,10.0757152147,"BFE, Switzerland Power Plant.csv"
593,,,,Plancanin,Plancanin,Switzerland,Hydro,Run-Of-River,0.5,46.3638966463,9.71265622238,"BFE, Switzerland Power Plant.csv"
594,,,,Silvaplana,Silvaplana,Switzerland,Hydro,Run-Of-River,1.47,46.4596242856,9.79337673204,"BFE, Switzerland Power Plant.csv"
595,,,,Morteratsch,Morteratsch,Switzerland,Hydro,Run-Of-River,0.57,46.4525803371,9.94164682347,"BFE, Switzerland Power Plant.csv"
596,,,,Champagna,Champagna,Switzerland,Hydro,Run-Of-River,0.36,46.5419232912,9.89347601258,"BFE, Switzerland Power Plant.csv"
597,,,,Madulain,Madulain,Switzerland,Hydro,Run-Of-River,1.56,46.5852709512,9.9363025202,"BFE, Switzerland Power Plant.csv"
598,,,,Guarda ara,Guarda ara,Switzerland,Hydro,Run-Of-River,0.35,46.7684823294,10.1429807693,"BFE, Switzerland Power Plant.csv"
599,,,,Tasnan,Tasnan,Switzerland,Hydro,Run-Of-River,6.6,46.7776529012,10.2257209387,"BFE, Switzerland Power Plant.csv"
600,,,,Tarasp ischla,Tarasp ischla,Switzerland,Hydro,Run-Of-River,0.92,46.7899029834,10.2837559953,"BFE, Switzerland Power Plant.csv"
601,,,,Clemgia,Clemgia,Switzerland,Hydro,Run-Of-River,1.9,46.7884940361,10.296917759,"BFE, Switzerland Power Plant.csv"
602,,,,Chasura,Chasura,Switzerland,Hydro,Run-Of-River,0.3,46.8702702474,10.4358013527,"BFE, Switzerland Power Plant.csv"
603,,,,Punt dal gall dotieranlage,Punt dal gall dotierzentrale,Switzerland,Hydro,Run-Of-River,2.8,46.6234441915,10.1932036115,"BFE, Switzerland Power Plant.csv"
604,,,,Muranzina,Muranzina,Switzerland,Hydro,Run-Of-River,2.0,46.5965486956,10.4278045452,"BFE, Switzerland Power Plant.csv"
605,,,,Chasseras,Chasseras,Switzerland,Hydro,Run-Of-River,1.07,46.614013798,10.4414426528,"BFE, Switzerland Power Plant.csv"
606,Coo trois ponts,Coo trois ponts,Coo and,,Coo,Belgium,Hydro,Pumped Storage,1164.0,50.3759648256,5.86786944065,"energy_storage_exchange, Belgium Power Plant.csv"
607,Waldeck,Waldeck,Waldeck,,Waldeck bringhausen,Germany,Hydro,Pumped Storage,694.0,51.178036995,9.05471322559,"energy_storage_exchange, Germany Power Plants (conventional).csv"
608,Anapo,Anapo solarino,Anapo,,Anapo c.le,Italy,Hydro,Pumped Storage,600.0,37.132709525,15.156754275,"energy_storage_exchange, Italy Power Plant.csv"
609,Akkats,Akkats,Akkats,,Akkats,Sweden,Hydro,Reservoir,150.0,66.5643886115,20.0879879882,Sweden Power Plant.csv
610,Olidan,Olidan,Olidan,,Olidan,Sweden,Hydro,Reservoir,220.0,58.1949120004,12.2286306403,Sweden Power Plant.csv
611,Turlough,Turlough hill,Turlough hill tomaneena,,Turlough,Ireland,Hydro,Pumped Storage,292.0,53.0498259333,-6.3276889,"energy_storage_exchange, Ireland and Northern Ireland.csv"
612,Einaudi chiotas,Chiotas entracque,Entracque chiotas piastra,,Entracque_chro,Italy,Hydro,Pumped Storage,1184.0,44.22150645,7.399834325,"energy_storage_exchange, Italy Power Plant.csv"
613,Roncovalgrande delio,Roncovalgrande lago delio,Roncovalgrande,,Roncovalgrande,Italy,Hydro,Pumped Storage,1016.0,46.0477074687,8.73300410712,"energy_storage_exchange, Italy Power Plant.csv"
614,Fiorano,San fiorano,San fiorano,,S.fiorano,Italy,Hydro,Pumped Storage,568.0,45.822915125,10.19210065,"energy_storage_exchange, Italy Power Plant.csv"
615,Presenzano,Domenico cimarosa presenzano,Presenzano domenico cimarosa,,Presenzano,Italy,Hydro,Pumped Storage,1005.0,41.377860625,14.08292425,"energy_storage_exchange, Italy Power Plant.csv"
616,Einaudi rovina,Rovina entracque,Entracque rovina piastra,,Entracque rovina,Italy,Hydro,Pumped Storage,134.0,44.238103975,7.394192325,"energy_storage_exchange, Italy Power Plant.csv"
617,Edolo,Edolo,Edolo,,Edolo,Italy,Hydro,Pumped Storage,1280.0,46.17695615,10.334052825,"energy_storage_exchange, Italy Power Plant.csv"
618,Markersbach,Markersbach,Markersbach,,Markersbach,Germany,Hydro,Pumped Storage,1050.0,50.6500102,12.869328125,"energy_storage_exchange, Germany Power Plants (conventional).csv"
619,Goldisthal,Goldisthal,Goldisthal,,Goldisthal,Germany,Hydro,Pumped Storage,1060.67,50.510727125,11.04402055,"energy_storage_exchange, Germany Power Plants (conventional).csv"
620,Porjus nya,Porjus,Porjus,,Porjus,Sweden,Hydro,Reservoir,480.0,66.9600713201,19.8090654095,Sweden Power Plant.csv
621,Boden,Boden,Boden,,Boden,Sweden,Hydro,Reservoir,80.0,65.8199766043,21.6848721673,Sweden Power Plant.csv
622,Cruachan,Cruachan,Cruachan scotland,,Cruachan,United Kingdom,Hydro,Pumped Storage,440.0,56.497204554,-4.8298960149,"energy_storage_exchange, UK Power Plant.csv"
623,Villarino,Villarino almendra reversible,Almendra villarino,,Villarino,Spain,Hydro,Reservoir,850.88,41.826017,-6.3692983,"energy_storage_exchange, Spain Power Plants Over 10 MW.csv"
624,Ffestiniog,Ffestiniog,Ffestiniog wales,,Ffestiniog,United Kingdom,Hydro,Pumped Storage,360.0,52.8068042269,-3.89448893743,"energy_storage_exchange, UK Power Plant.csv"
625,Dinorwig,Dinorwig,Dinorwig,,Dinorwig,United Kingdom,Hydro,Pumped Storage,1890.0,52.9215559212,-4.0565523206,"energy_storage_exchange, UK Power Plant.csv"
626,Koepchenwerk,Herdecke,Koepchenwerk herdecke,,Koepchenwerk,Germany,Hydro,Pumped Storage,154.0,51.432536325,7.44211095,"energy_storage_exchange, Germany Power Plants (conventional).csv"
627,Ronkhausen,Rönkhausen,Rönkhausen,,Pumpspeicherwerk rönkhausen,Germany,Hydro,Pumped Storage,140.0,51.196970125,7.976609825,"energy_storage_exchange, Germany Power Plants (conventional).csv"
628,Vittjarv,Vittjärv,Vittjarv,,Vittjarv,Sweden,Hydro,Reservoir,36.0,65.8473516667,21.5581045667,Sweden Power Plant.csv
629,Erzhausen,Erzhausen,Erzhausen,,Erzhausen,Germany,Hydro,Pumped Storage,246.0,51.8805400625,9.94439201915,"energy_storage_exchange, Germany Power Plants (conventional).csv"
630,Harspranget,Harspranget,Harspranget,,Harspranget,Sweden,Hydro,Reservoir,977.0,66.9102683201,19.8183824095,Sweden Power Plant.csv
631,Messaure,Messaure,Messaure,,Messaure,Sweden,Hydro,Reservoir,480.0,66.6584938871,20.1641580779,Sweden Power Plant.csv
632,Wendefurth,Wendefurth,Wendefurth,,Wendefurth,Germany,Hydro,Pumped Storage,80.0,51.738752825,10.9162255,"energy_storage_exchange, Germany Power Plants (conventional).csv"
633,Stornorrfors,Storrnorfors,Stornorrfors,,Stornorrfors,Sweden,Hydro,Reservoir,599.0,63.8537415049,20.1099298237,Sweden Power Plant.csv
634,Ligga,Ligga,Ligga,,Ligga,Sweden,Hydro,Reservoir,351.4,66.4518076534,20.5864554095,Sweden Power Plant.csv
635,Hojum,Hojum,Hojum,,Hojum,Sweden,Hydro,Reservoir,370.0,58.2814204672,12.2819483871,Sweden Power Plant.csv
636,Alvkarleby,Älvkarleby,Alvkarleby,,Alvkarleby,Sweden,Hydro,Reservoir,126.0,60.524429725,17.405914375,Sweden Power Plant.csv
637,Laxede,Laxede,Laxede,,Laxede,Sweden,Hydro,Reservoir,222.0,66.2536250104,20.8396873275,Sweden Power Plant.csv
638,Hausling,Häusling,Haeusling,,Häusling,Austria,Hydro,Pumped Storage,360.0,47.1473233333,11.9670585667,"energy_storage_exchange, Verbund Power Plant.csv"
639,Rosshag,Roßhag,Rosshag,,Roßhag,Austria,Hydro,Pumped Storage,232.0,47.0855712333,11.7714932667,"energy_storage_exchange, Verbund Power Plant.csv"
640,Wehr,Wehr,Wehr,,Wehr,Germany,Hydro,Pumped Storage,992.0,47.6379502046,7.91047848312,"energy_storage_exchange, Germany Power Plants (conventional).csv"
641,Foyers,Foyers,Foyers scotland,,Foyers falls,United Kingdom,Hydro,Pumped Storage,305.0,57.1559435807,-4.37829895898,"energy_storage_exchange, UK Power Plant.csv"
642,Plate taille,Plate taille,Plate taille belgeium,,Plate taille,Belgium,Hydro,Pumped Storage,144.0,50.2008792194,4.38198899123,"energy_storage_exchange, Belgium Power Plant.csv"
643,Letsi,Letsi,Letsi,,Letsi,Sweden,Hydro,Reservoir,486.0,66.502013,20.3789075,Sweden Power Plant.csv
644,Aldeadavila,Aldeadávila,Aldeadavila,,Aldeadavila,Spain,Hydro,Reservoir,1230.0,41.0743494,-6.17592635,"energy_storage_exchange, Spain Power Plants Over 10 MW.csv"
645,,Limberg,Kaprun limberg,,Kaprun limberg,Austria,Hydro,Pumped Storage,480.0,47.17889955,12.71743535,"energy_storage_exchange, Verbund Power Plant.csv"
646,,Malta main,Malta haupstufe rottau,,Malta main,Austria,Hydro,Pumped Storage,730.0,46.871555,13.327965,"energy_storage_exchange, Verbund Power Plant.csv"
647,,Nant drance,Nant drance,,Nant drance,Switzerland,Hydro,Pumped Storage,900.0,46.375351,7.7202504053,"energy_storage_exchange, Switzerland Power Plant.csv"
648,Marchwood,,Marchwood,,Marchwood,United Kingdom,Natural Gas,CCGT,842.0,50.7995063968,-1.59829355177,UK Power Plant.csv
649,Porcari kartocell,,Edison porcari,,Porcari,Italy,Natural Gas,CCGT,100.0,43.8361822,10.6121094667,Italy Power Plant.csv
650,Almaraz,,Almaraz,,Almaraz,Spain,Nuclear,,2093.0,39.8075527778,-5.6977722222,EU Nuclear Power.csv
651,Trillo,,Trillo,,Trillo,Spain,Nuclear,,1066.0,40.7013555556,-2.6222972222,EU Nuclear Power.csv
652,Langage,,Langage,,Langage,United Kingdom,Natural Gas,CCGT,905.0,50.4579094626,-3.3413926281,UK Power Plant.csv
653,South humber bank,,South humber bank,,South humber bank,United Kingdom,Natural Gas,CCGT,1310.0,53.7111040063,-0.485422913894,UK Power Plant.csv
654,Barry centrica,,Barry,,Barry,United Kingdom,Natural Gas,CCGT,235.0,51.7029156678,-3.39664694654,UK Power Plant.csv
655,Sutton bridge,,"Sutton bridge station,",,Sutton bridge,United Kingdom,Natural Gas,CCGT,819.0,52.5832744667,-0.0262263612333,UK Power Plant.csv
656,Roque endesa,,San roque endesa,,Roque,Spain,Natural Gas,CCGT,791.68,36.2030835,-5.398625,Spain Power Plants Over 10 MW.csv
657,Palos frontera fenosa,,Palos frontera,,Palos frontera,Spain,Natural Gas,CCGT,1200.0,37.185222,-6.8859165,Spain Power Plants Over 10 MW.csv
658,Campo gibraltar,,Campo gibraltar,,Campo gibraltar,Spain,Natural Gas,CCGT,800.0,36.1970335,-5.388725,Spain Power Plants Over 10 MW.csv
659,Sagunto,,Sagunto,,"Ccc sagunto,",Spain,Natural Gas,CCGT,1232.19,39.6427665,-0.2335775,Spain Power Plants Over 10 MW.csv
660,Seabank,,Seabank and,,Seabank,United Kingdom,Natural Gas,CCGT,1222.0,51.2209829,-2.42520353333,UK Power Plant.csv
661,Ghislain,,Saint ghislain,,Saint ghislain steg,Belgium,Natural Gas,CCGT,360.0,50.47155,3.82525,Belgium Power Plant.csv
662,Niehl,,Niehl,,Niehl,Germany,Natural Gas,CCGT,413.0,50.9488314333,6.966258,Germany Power Plants (conventional).csv
663,Arrubal,,Arrubal,,Arrubal,Spain,Natural Gas,CCGT,800.0,42.42844,-2.250715,Spain Power Plants Over 10 MW.csv
664,Wilhelmshaven,,Wilhelmshaven,,Wilhelmshaven coal,Germany,Coal,Thermal,826.0,53.5525044567,8.13336506933,Germany Power Plants (conventional).csv
665,Franken,,Franken,,Franken,Germany,Natural Gas,Thermal,843.0,49.4408501,11.0512436,Germany Power Plants (conventional).csv
666,Brokdorf,,Brokdorf,,Brokdorf,Germany,Nuclear,,1480.0,53.8507166667,9.3448611111,EU Nuclear Power.csv
667,Puente nuevo,,Puente nuevo,,Puente nuevo,Spain,Coal,Thermal,324.0,38.111827,-4.934408,Spain Power Plants Over 10 MW.csv
668,Heyden,,Heyden,,Heyden,Germany,Coal,"Coal Hard, Thermal",911.0,52.3801179933,8.98705797133,Germany Power Plants (conventional).csv
669,Livorno ferraris,,E.on livorno ferraris,,E.on c.te livorno ferraris,Italy,Natural Gas,CCGT,804.0,45.2684473333,8.11601733333,Italy Power Plant.csv
670,Ostiglia,,E.on ostiglia,,Ostiglia,Italy,Natural Gas,CCGT,1890.0,45.0613410333,11.1375663333,Italy Power Plant.csv
671,Barrios,,Los barrios,,Barrios,Spain,Coal,Thermal,570.05,36.183248,-5.419207,Spain Power Plants Over 10 MW.csv
672,Buschhaus,,Buschhaus,,Buschhaus,Germany,Coal,"Lignite, Thermal",390.0,52.0163645667,11.1624700667,Germany Power Plants (conventional).csv
673,Tavazzano,,E.on tavazzano,,Tavazzano,Italy,Natural Gas,CCGT,1810.0,45.334516,9.44418533333,Italy Power Plant.csv
674,Escatron combi,,E.on escatron,,Escatron,Spain,Natural Gas,CCGT,1160.0,41.29574775,-0.33397025,Spain Power Plants Over 10 MW.csv
675,Grohnde,,Grohnde,,Grohnde,Germany,Nuclear,,1430.0,52.0350388889,9.41216666665,EU Nuclear Power.csv
676,Schkopau,,Schkopau,,Schkopau,Germany,Coal,"CHP, Lignite",960.0,51.3957317433,11.9620582667,Germany Power Plants (conventional).csv
677,Killingholme,,Killingholme,,Killingholme,United Kingdom,Natural Gas,CCGT,1565.0,53.7468777558,-0.559302975581,UK Power Plant.csv
678,Irsching,,Irsching,,Gemeinschaftskraftwerk irsching,Germany,Natural Gas,CCGT,1615.0,48.6224578917,11.8311578833,Germany Power Plants (conventional).csv
679,Oskarshamn,,Oskarshamn,,Oskarshamn,Sweden,Nuclear,,2637.075,57.4142627778,16.6697155555,EU Nuclear Power.csv
680,Rostock,,Rostock,,Kng rostock,Germany,Coal,Thermal,553.0,54.1255554233,12.1311291967,Germany Power Plants (conventional).csv
681,Lixhe,,Lixhe,,Hu lixhe,Belgium,Hydro,Run-Of-River,20.0,50.7446479346,5.69268594208,Belgium Power Plant.csv
682,Quirico,,Edison san quirco,,Quirico,Italy,Natural Gas,CCGT,137.0,44.8823115,10.2945277667,Italy Power Plant.csv
683,Altbach,,Altbach,,Altbach deizisau coal,Germany,Coal,Thermal,1294.3,48.7203403033,9.37571201233,Germany Power Plants (conventional).csv
684,Verzuolo gever,,Edison verzuolo gever,,Verzuolo,Italy,Natural Gas,CCGT,140.0,44.5971865,7.48175866667,Italy Power Plant.csv
685,Gissi,,Gissi,,Gissi,Italy,Natural Gas,CCGT,840.0,42.0404663667,14.5575495,Italy Power Plant.csv
686,Cassano d'adda,,Cassano d'adda,,Cassano d’adda,Italy,Natural Gas,CCGT,1000.0,45.5008675603,9.4066654257,Italy Power Plant.csv
687,Monfalcone,,Monfalcone,,Monfalcone,Italy,Coal,Thermal,976.0,45.8009795,13.5407122,Italy Power Plant.csv
688,Scandale,,Scandale,,Centrale di scandale,Italy,Natural Gas,CCGT,826.0,39.1162026,16.9858110333,Italy Power Plant.csv
689,Leini,,Leini,,Leini,Italy,Natural Gas,CCGT,385.0,45.1761666667,7.726304,Italy Power Plant.csv
690,Piacenza,,Edipower piacenza,,Piacenza,Italy,Natural Gas,CCGT,1200.0,45.0525917,9.70110203333,Italy Power Plant.csv
691,Kilroot,,Kilroot,,Kilroot,United Kingdom,Coal,Thermal,658.0,54.7027276167,-6.03161173657,UK Power Plant.csv
692,Batiaz,,Batiaz,,Bâtiaz,Switzerland,Hydro,Reservoir,180.0,46.3929749667,7.8266835,Switzerland Power Plant.csv
693,Plana vent,,Plana del vent,,Ctcc plana vent,Spain,Natural Gas,CCGT,819.03,41.4331743295,1.55640709839,Spain Power Plants Over 10 MW.csv
694,Moneypoint,,Moneypoint,,Moneypoint fgd scr,Ireland,Coal,Thermal,915.0,52.60745,-9.42316,Ireland and Northern Ireland.csv
695,North wall,,North wall,,Northwall,Ireland,Natural Gas,"CCGT, OCGT",270.0,53.3470964411,-6.23914260559,Ireland and Northern Ireland.csv
696,Rizziconi,,Rizziconi,,Rizziconi,Italy,Natural Gas,CCGT,800.0,38.4222833333,15.968798,Italy Power Plant.csv
697,Sparanise,,Sparanise,,Sparanise,Italy,Natural Gas,CCGT,800.0,41.1806863333,14.102763,Italy Power Plant.csv
698,Ludwigshafen mitte,,Ludwigshafen mitte,,Mitte,Germany,Natural Gas,CCGT,490.0,49.4863823667,8.43616493333,Germany Power Plants (conventional).csv
699,Bergkamen,,Bergkamen,,Bergkamen,Germany,Coal,"Coal Hard, Thermal",819.0,51.62964163,7.62761109667,Germany Power Plants (conventional).csv
700,Brindisi,,Enel brindisi sud federico,,Brindisi sud ce,Italy,Coal,Thermal,2640.0,40.5888861667,18.0031893333,Italy Power Plant.csv
701,Montalto castro,,Montalto di castro alessandro volta,,Montalto alessandro volta,Italy,Natural Gas,CCGT,3600.0,42.3536935,11.5835212333,Italy Power Plant.csv
702,Castellon,,Castellon,,"Ctcc castellon,",Spain,Natural Gas,CCGT,1651.4,39.9661242667,-0.0118861,Spain Power Plants Over 10 MW.csv
703,Ravenna enichem,,Eni ravenna,,Enipower ravenna,Italy,Natural Gas,CCGT,1021.75,44.4378174667,12.2256352333,Italy Power Plant.csv
704,Kozloduy,,Kozloduy,,Kozloduy,Bulgaria,Nuclear,,2000.0,43.7444555556,23.7730777778,EU Nuclear Power.csv
705,Amorebieta,,Amorebieta boroa,,Amorebieta,Spain,Natural Gas,CCGT,786.42,43.22569435,-2.74152765,Spain Power Plants Over 10 MW.csv
706,Lunen,,Lünen,,Lünen,Germany,Coal,Thermal,1219.0,51.6149838333,7.50705483333,Germany Power Plants (conventional).csv
707,Herne,,Herne,,Herne,Germany,Coal,"Coal Hard, Thermal",950.0,51.5460798,7.2079739,Germany Power Plants (conventional).csv
